question1_stemmed,question2_stemmed,scores,is_duplicate
fetus breath insid womb,fetus exhal womb,0.4112070550676187,1
movi incest scene,good incest movi,0.5031026124151314,1
sign guy feel crush want show hide,guy date never text feel like care see show like want feel way,0.3068273642329138,0
accord intern feder robot mani robot exist 2012,type belt use lift 200 kg continu,0.0,0
oberon mad titania midsumm night dream,oberon punish titania midsumm night dream,0.7168117414430624,0
regret divorc,ever regret divorc,0.7092972666062738,1
much dna chang time clone 70 year clone hair color,much person dna chang birth death life span approxim 70 year,0.2807049409202605,1
right tell girl feel,cool fact facebook,0.0,0
donald trump take cocain howard dean suggest,strong indic donald trump cocain,0.34464214103805474,1
true order part elit rich success join secret organis otherwis chanc,syllabus ics 2017 geographi map,0.0,0
financi benefici firm teach architectur colleg,might career train program benefici colleg degre aspir entrepreneur tycoon,0.15064018498706508,0
see comedi night kapil live show,way watch comedi night kapil live set,0.4502681446556265,1
sandeep maheshwari quora,sandeep maheshwari,0.7092972666062738,0
biggest monster monster hunter,monster hunter pc game,0.46564621909889997,0
convinc peopl stop blasphem holi spirit,matter colleg graduat bcom admiss top indian b school even score high 99percent,0.0,0
stop watch porn,watch porn,0.7092972666062738,0
start trust one,one learn trust,0.5031026124151314,0
bucket list,bucket list,0.9999999999999998,1
first come across porn,first introduc porn,0.4112070550676187,1
car servic avail normal il good compar taxi relat,car servic avail atlanta good compar taxi relat,0.7060777744337088,0
’ charg molecul pass lipid cell membran,sodium channel pass potassium channel,0.0845798608014702,0
feel spous renown porn star,get rid feel spous cheat,0.2523342014336961,0
best hostel book affili program,best non ac girl hostel srm,0.22576484600261604,0
drive brooklyn staten island describ citi tourist attract compar queen,drive brooklyn staten island describ citi tourist attract compar tourist attract,0.8573106505256499,0
eat everi day healthi,healthi eat whole avocado everi day,0.7092972666062737,1
make free call famili member airtel andhra pradesh,get facebook badg notif htc 10,0.0,0
would hillari clinton elect,hillari clinton,0.5797386715376657,1
use vick vapor rub stuffi nose,appli vick vapor rub treat stuffi nose,0.6327904583679949,1
start prepar ugc net english literatur latest syllabus,prepar net jrf english literatur,0.4743307064971939,1
earli european get protein columbian exchang,say breakfast portugues coffe introduc european portugues languag,0.06997254341808112,0
best forum graphic design,best graphic design israel,0.6029748160380572,0
alex jone satir show,canterburi tale satir,0.17077611319011649,0
learn angularj 1 5 instead angularj 2 know typescript,start angular 2 angularj 1,0.2605556710562624,0
fall asleep day,fall asleep,0.7092972666062738,0
marvel movi includ stan lee cameo,favourit stan lee cameo marvel film,0.5031026124151313,0
view modi govern decis demonet 500 1000 rupe note affect economi,view ban 500 1000 rupe note india,0.4071146526809136,1
10 6 label mad hatter hat mean,find figur label way textbook,0.10163066979112656,0
wrote kar kid jingl,freelanc musician get jingl industri,0.1273595297947935,0
saltwat taffi candi import greec,saltwat taffi candi import china,0.6694188517266485,1
minimum requir enter mit,join mit,0.22028815056182965,1
answer question quora,best thing ever learn quora,0.15064018498706508,0
israel vs iran would win,israel iran went war would win,0.5803329846765685,1
late learn piano,almost 40 late learn piano,0.6569729210330906,1
natur number,least natur number,0.7092972666062738,0
one plus 3t 4g volt enabl phone,phone buy moto one plus 3t,0.4502681446556265,0
enter new email id access recov facebook id,lost id adopt access origin birth certif replac id without even birth certif,0.22685311861094787,0
travel faster light,possibl travel faster light,0.7765145304745156,1
like firefight,like firefight,0.9999999999999998,1
factor caus data inconsist distribut platform applic,main data platform,0.2910691023819054,0
differ pocso sexual offens ipc,need ipc section 375,0.1273595297947935,0
altern word,altern word creativ,0.7092972666062738,0
consid illeg screen nba,shaquill neal consid tim duncan power forward therefor disqualifi duncan nba great big men discuss neal point,0.13039972000812775,0
noth excit anymor regain excit,feel like excit someth noth excit,0.5056055588739692,0
life lesson batman teach us,life lesson learn dark knight,0.2523342014336961,1
stop crimin attempt kidnap escap unharm,stop crimin attempt kidnap escap unharm,1.0000000000000002,1
sell amazon,start sell amazon,0.7092972666062738,1
daniel ek expect spotifi india,daniel ek futur plan releas spotifi india,0.5193879933129156,1
top 10 book one read earli 20s,book worth read earli 20s,0.5193879933129156,1
book start gate prepar,book start gate prepar,1.0,1
phrase love abid death exact mean,phrase love beget love mean,0.4740861246967298,0
similar 4share,similar 4share better,0.7092972666062738,1
get high someon touch weed shake hand eat someth hand,someon grab shirt hand tell shut assault call polic,0.17378935844289212,0
consid current trend inform technolog futur print media,model name see everywher,0.0,0
best recip chicken pizza,good pizza recip,0.4112070550676187,0
good place learn mountain india,good mountain institut beginn level mountain cours,0.29667236689709053,1
new tabl tenni ball damag rubber,unlock car tenni ball,0.2605556710562624,0
new xbox one connect internet setup solut,withdraw money branch particular bank bank bank baroda atm card chequ book,0.0,0
wrong content life,cover stori,0.0,0
graviti theori,accord theori 11 dimens 5 dimens regard graviti address interstellar,0.3179976616659477,0
could becom fighter pilot less requir eyesight,terribl eyesight still becom fighter pilot air forc,0.36802320875611494,0
oper execut salari infosi,wake back bed lucid dream techniqu think restless leg syndrom regardless leg hurt night,0.0,0
cavemen scientif test,mythic creatur scientif test,0.4112070550676187,0
climat chang revers,global climat chang revers halt,0.6569729210330906,1
ask crush number,ask crush,0.7092972666062738,0
believ gravit forc exist,gravit forc exist planet,0.6029748160380572,0
mahabharata realli happen,mahabharata realli happen allegori accord k gandhi,0.5797386715376658,1
congress stop presid start major war,good sourc purchas attorney email address thank,0.0,0
safe lose 25 pound 1 month,healthi lose 13 pound month,0.43161341897075145,0
cute shounen ai seri,pokémon seri end,0.17077611319011649,0
polic light red blue,polic light red blue,1.0,1
post question mark need improv,question mark need improv,0.8181802073667197,1
own natur,own natur factor,0.7092972666062738,0
instal obb data file android,want instal exe extens file android mobil possibl,0.31710746658027095,0
garbag valu get garbag valu c,garbag valu c,0.8955324150715726,0
prepar softwar interview,best way prepar softwar interview,0.6569729210330906,1
rahul gandhi chanc becom next pm india modi,rahul gandhi chanc becom next pm india modi,0.9999999999999999,1
noon 12 12 pm,good gym morn swim noon,0.10163066979112656,0
differ comet asteroid,differ asteroid comet,1.0000000000000002,1
chocol milk good,unrefriger milk good,0.5031026124151314,0
studi,trick studi effect,0.4494364165239821,1
countri best higher educ work,best countri higher educ usa uk,0.5803329846765685,0
paint imag,paint,0.5797386715376657,0
major highway california compar major highway tennesse,major highway california compar major highway texa,0.8350499057520977,0
beyond univers,space expand new space come,0.0,0
grow hair physic chemic chang,bald person ever grow hair back,0.22576484600261604,0
differ cultur histori,chili differ cultur,0.5031026124151314,0
mean guy say like,mean guy say safe,0.6029748160380572,0
make programm good,make good programm great,0.7765145304745156,1
like caus world war iii,world war iii immin,0.5101490193104813,0
civil war like us presidenti elect,us risk type upris elect,0.22576484600261604,1
european countri best asylum seeker,best countri whistleblow seek asylum,0.43161341897075145,0
crop circl get generat,crop circl,0.5797386715376657,1
bake soda help pass urin test,bake soda help pass drug test,0.7168117414430624,1
zika virus transmit,zika virus spread,0.5031026124151314,1
best way learn algebra,learn algebra 1 fast,0.4112070550676187,1
feel retak class colleg,retak subject colleg affect futur job prospect,0.23790309463326234,0
googl display network requir site seo page page optim first proceed gdn possibl,get name first page googl search,0.27456430090611805,0
hard fake appear spiritu christian communiti,battl agincourt happen compar battl edg hill,0.0,0
actinomorph flower,flower vaijanti,0.3360969272762574,0
best place sex,best place sex,1.0000000000000002,1
peopl anemia die younger,anemia increas irrit,0.17077611319011649,0
feel new macbook pro late 2016,get new macbook pro,0.4501755023269897,1
cover head sleep caus brain damag,bing drink caus long term brain damag,0.30412574187549346,0
major differ chines cultur western cultur,differ chines western cultur,0.8344777154850027,1
scrape techniqu,good free web scraper scrape techniqu,0.4494364165239821,1
29i old diabet type 2 recent sugar level increas 150 fast exercis eat whole grain happen,find best secur camera,0.0,0
healthi eat egg white everi day,healthi eat one chicken everi day,0.5031026124151313,1
word rank highest dictionari com difficulti index,hindi word get place oxford dictionari,0.18443191662261305,0
feel remors empathi,feel remors,0.7092972666062738,0
mani minut cardio day,mani minut yoga done day,0.5101490193104813,0
dog bite,dog bite,0.9999999999999998,0
treat sever foot sprain,get sever foot sprain,0.6029748160380572,0
sever crick neck treat,symptom sever crick neck,0.6029748160380572,0
best place recommend foreign visit nepal,best place visit nepal,0.7092972666062737,1
